기준_년분기_코드,상권_코드_명,임대료,임대료_전년동분기_상승률(%),일반_점포_수,총_점포_수(유사업종),개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,개업률_재계산(%),폐업률_재계산(%),점포교체율(%),프랜차이즈비율(%),폐업률_전년동분기_변화(%p),점포교체율_전년동분기_변화(%p),프랜차이즈비율_전년동분기_변화(%p),예상_원본상권_수,관측된_원본상권_수,매칭_원본상권명,매칭_주의
기준_년분기_코드	상권_코드_명	임대료	임대료_전년동분기_상승률(%)	일반_점포_수	총_점포_수(유사업종)	개업_점포_수	폐업_점포_수	프랜차이즈_점포_수	개업률_재계산(%)	폐업률_재계산(%)	점포교체율(%)	프랜차이즈비율(%)	폐업률_전년동분기_변화(%p)	점포교체율_전년동분기_변화(%p)	프랜차이즈비율_전년동분기_변화(%p)	예상_원본상권_수	관측된_원본상권_수	매칭_원본상권명	매칭_주의
20242	압구정			3362	3581	89	98	219	2.4853	2.7367	5.2220	6.1156	0.0131	-1.2429	-0.2118	2	2	압구정역[발달상권] | 압구정로데오역(압구정로데오)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	압구정	55.9		3352	3569	92	104	217	2.5778	2.9140	5.4917	6.0801	0.0011	-0.4440	-0.2128	2	2	압구정역[발달상권] | 압구정로데오역(압구정로데오)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	압구정	57.3		3364	3578	90	82	214	2.5154	2.2918	4.8072	5.9810	-0.4952	-0.3529	-0.2000	2	2	압구정역[발달상권] | 압구정로데오역(압구정로데오)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	압구정	58.4		3339	3548	64	94	209	1.8038	2.6494	4.4532	5.8906	-0.2476	-0.3936	-0.2653	2	2	압구정역[발달상권] | 압구정로데오역(압구정로데오)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	압구정	59.0		3314	3524	76	97	210	2.1566	2.7526	4.9092	5.9591	0.0159	-0.3128	-0.1565	2	2	압구정역[발달상권] | 압구정로데오역(압구정로데오)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	압구정	59.9	7.1556	3308	3518	75	79	210	2.1319	2.2456	4.3775	5.9693	-0.6684	-1.1142	-0.1108	2	2	압구정역[발달상권] | 압구정로데오역(압구정로데오)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	압구정	60.6	5.7592	3302	3509	59	65	207	1.6814	1.8524	3.5338	5.8991	-0.4394	-1.2734	-0.0819	2	2	압구정역[발달상권] | 압구정로데오역(압구정로데오)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	압구정	61.3	4.9658													2	0	압구정역[발달상권] | 압구정로데오역(압구정로데오)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	청담			1877	1979	49	44	102	2.4760	2.2233	4.6993	5.1541				2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	청담			1898	2000	63	42	102	3.1500	2.1000	5.2500	5.1000				2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	청담			1914	2019	67	48	105	3.3185	2.3774	5.6959	5.2006				2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	청담			1948	2054	81	46	106	3.9435	2.2395	6.1831	5.1607				2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	청담			1955	2060	43	37	105	2.0874	1.7961	3.8835	5.0971	-0.4272	-0.8158	-0.0570	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	청담			1977	2083	53	30	106	2.5444	1.4402	3.9846	5.0888	-0.6598	-1.2654	-0.0112	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	청담			1984	2085	44	42	101	2.1103	2.0144	4.1247	4.8441	-0.3630	-1.5712	-0.3565	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	청담			1993	2097	50	38	104	2.3844	1.8121	4.1965	4.9595	-0.4274	-1.9866	-0.2012	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	청담			1993	2098	57	56	105	2.7169	2.6692	5.3861	5.0048	0.8731	1.5026	-0.0923	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	청담			1993	2098	47	47	105	2.2402	2.2402	4.4805	5.0048	0.8000	0.4958	-0.0840	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	청담			2005	2109	60	49	104	2.8450	2.3234	5.1683	4.9312	0.3090	1.0436	0.0871	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	청담			2016	2123	57	43	107	2.6849	2.0254	4.7103	5.0400	0.2133	0.5138	0.0806	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	청담			2019	2128	48	43	109	2.2556	2.0207	4.2763	5.1222	-0.6485	-1.1098	0.1174	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	청담			2010	2119	43	52	109	2.0293	2.4540	4.4832	5.1439	0.2138	0.0028	0.1392	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	청담	65.1		1999	2114	43	48	115	2.0341	2.2706	4.3046	5.4399	-0.0528	-0.8637	0.5087	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	청담	66.0		2012	2129	38	24	117	1.7849	1.1273	2.9122	5.4955	-0.8981	-1.7982	0.4555	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	청담	66.3		1998	2113	34	50	115	1.6091	2.3663	3.9754	5.4425	0.3456	-0.3009	0.3203	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	청담	66.5		2002	2115	34	31	113	1.6076	1.4657	3.0733	5.3428	-0.9883	-1.4100	0.1989	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	청담	67.5	3.6866	1984	2093	29	47	109	1.3856	2.2456	3.6312	5.2078	-0.0250	-0.6735	-0.2321	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	청담	68.2	3.3333	1997	2108	47	31	111	2.2296	1.4706	3.7002	5.2657	0.3433	0.7880	-0.2299	2	2	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	청담	68.7	3.6199													2	0	청담사거리(청담동명품거리)[발달상권] | 강남구청(청담역_8번, 강남세무서)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	테헤란로			8063	8771	251	243	708	2.8617	2.7705	5.6322	8.0721				4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	테헤란로			8092	8786	273	258	694	3.1072	2.9365	6.0437	7.8989				4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	테헤란로			8133	8830	263	219	697	2.9785	2.4802	5.4587	7.8935				4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	테헤란로			8222	8932	304	202	710	3.4035	2.2615	5.6650	7.9489				4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	테헤란로			8255	8955	242	219	700	2.7024	2.4456	5.1480	7.8169	-0.3249	-0.4842	-0.2552	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	테헤란로			8336	9041	256	170	705	2.8315	1.8803	4.7119	7.7978	-1.0562	-1.3318	-0.1011	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	테헤란로			8409	9100	279	220	691	3.0659	2.4176	5.4835	7.5934	-0.0626	0.0249	-0.3001	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	테헤란로			8490	9196	264	168	706	2.8708	1.8269	4.6977	7.6773	-0.4347	-0.9673	-0.2717	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	테헤란로			8539	9255	318	259	716	3.4360	2.7985	6.2345	7.7364	0.3529	1.0865	-0.0805	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	테헤란로			8598	9316	319	258	718	3.4242	2.7694	6.1936	7.7072	0.8891	1.4818	-0.0906	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	테헤란로			8627	9341	289	264	714	3.0939	2.8262	5.9201	7.6437	0.4087	0.4366	0.0503	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	테헤란로			8640	9355	252	238	715	2.6937	2.5441	5.2378	7.6430	0.7172	0.5401	-0.0343	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	테헤란로			8591	9286	213	282	695	2.2938	3.0368	5.3306	7.4844	0.2383	-0.9039	-0.2520	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	테헤란로			8560	9257	206	235	697	2.2253	2.5386	4.7640	7.5294	-0.2308	-1.4297	-0.1777	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	테헤란로	71.6		8519	9210	191	238	691	2.0738	2.5841	4.6580	7.5027	-0.2421	-1.2622	-0.1410	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	테헤란로	71.7		8511	9203	196	204	692	2.1297	2.2167	4.3464	7.5193	-0.3274	-0.8914	-0.1237	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	테헤란로	71.8		8424	9109	154	243	685	1.6906	2.6677	4.3583	7.5200	-0.3691	-0.9723	0.0357	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	테헤란로	71.9		8372	9053	172	209	681	1.8999	2.3086	4.2085	7.5224	-0.2300	-0.5554	-0.0071	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	테헤란로	72.5	1.2570	8316	8997	177	216	681	1.9673	2.4008	4.3681	7.5692	-0.1833	-0.2899	0.0665	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	테헤란로	72.5	1.1158	8304	8983	163	199	679	1.8145	2.2153	4.0298	7.5587	-0.0014	-0.3166	0.0394	4	4	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	테헤란로	72.9	1.5320													4	0	역삼역[발달상권] | 선릉역[발달상권] | 삼성역[발달상권] | 코엑스[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	공덕역			810	919	22	21	109	2.3939	2.2851	4.6790	11.8607				1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	공덕역			814	924	26	21	110	2.8139	2.2727	5.0866	11.9048				1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	공덕역			813	924	17	17	111	1.8398	1.8398	3.6797	12.0130				1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	공덕역			830	944	35	15	114	3.7076	1.5890	5.2966	12.0763				1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	공덕역			828	940	16	20	112	1.7021	2.1277	3.8298	11.9149	-0.1574	-0.8492	0.0542	1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	공덕역			842	953	29	16	111	3.0430	1.6789	4.7219	11.6474	-0.5938	-0.3646	-0.2573	1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	공덕역			836	948	23	28	112	2.4262	2.9536	5.3797	11.8143	1.1138	1.7001	-0.1986	1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	공덕역			837	951	30	27	114	3.1546	2.8391	5.9937	11.9874	1.2501	0.6971	-0.0889	1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	공덕역			850	961	32	22	111	3.3299	2.2893	5.6191	11.5505	0.1616	1.7894	-0.3644	1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	공덕역			846	959	23	25	113	2.3983	2.6069	5.0052	11.7831	0.9280	0.2833	0.1357	1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	공덕역			847	957	24	26	110	2.5078	2.7168	5.2247	11.4943	-0.2368	-0.1551	-0.3201	1	1	공덕역(공덕오거리)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
